ISRC,Track,Artist,Release Date,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Explicit Track
USHR12244823,Muï¿½ï¿½,TINI,2023-01-12,23.3,162551255.0,20554.0,11413592.0,57.0,159174916.0,713718.0,,,,5714999.0,0
BK4DA2410627,"BESAME (feat. Tiago PZK, Khea & Neo Pistea) - Remix",Bhavi,2024-04-16,23.3,66225764.0,4531.0,17931371.0,78.0,,,,,,,1
US5TA2100051,LOCO,ITZY,2021-09-24,23.3,259023338.0,21380.0,4116327.0,63.0,381462973.0,6675316.0,134789.0,161181653.0,909400567.0,140676480.0,0
USUG12002091,Life's A Mess (feat. Halsey),Juice WRLD,2020-07-06,23.3,319737440.0,63731.0,10636802.0,61.0,108796209.0,1558911.0,8422.0,1394175.0,11172071.0,436544.0,1
GBCEL1300332,Do I Wanna Know?,Arctic Monkeys,2013-01-01,23.3,2188592950.0,11669.0,2167817.0,46.0,1719916219.0,10641718.0,,,,276011994.0,0
USSM12105357,Have Mercy,Chlï¿½,2021-09-10,23.3,202781631.0,32888.0,14372026.0,60.0,1271445.0,21984.0,673047.0,323827842.0,2410282562.0,4761746.0,1
TCJPU2357716,Cake By The Ocean - Cover,epi records,2023-02-16,23.3,1614203949.0,1.0,,,,,,,,,1
USUM72210832,Bad Decisions (with BTS & Snoop Dogg),benny blanco,2022-08-05,23.3,259730016.0,21452.0,21180923.0,62.0,102357127.0,3788945.0,168727.0,98491449.0,597069529.0,3913529220.0,0
USUG12104407,Yebbaï¿½ï¿½ï¿½s Hear,Drake,2021-09-03,23.3,349849639.0,81889.0,12970647.0,71.0,59701089.0,650033.0,96428.0,61939371.0,352584596.0,21631984.0,1
GBUM72308471,Drums (Feat. Kim Petras),James Hype,2023-10-06,23.3,48573000.0,12116.0,42703266.0,,10575780.0,130509.0,583.0,184636.0,7526758.0,49677185.0,0
ESA011561085,El Avioncito,Giblack,2021-10-28,23.3,11569095.0,3147.0,419656.0,41.0,134929794.0,751052.0,2517500.0,382042979.0,5210740180.0,3330686.0,0
USUM72211050,Handle On You,Parker McCollum,2022-08-05,23.3,103858433.0,17543.0,4890850.0,63.0,23571548.0,127913.0,5710.0,2180810.0,32959012.0,349600.0,0
FR6F32336520,"Non, je ne regrette rien",ýýdith Piaf,2024-05-07,23.3,168750749.0,1.0,1.0,19.0,,,,,,,0
IEWNY2348674,Montagem - Pr Funk,BARATO NATION,2023-12-27,23.2,332936854.0,6.0,22.0,,,,,,,,0
USAT21700379,Tunnel Vision,Kodak Black,2017-02-17,23.2,654828389.0,139540.0,20919688.0,68.0,97450066.0,884775.0,122425.0,10413135.0,86649600.0,949109.0,1
USUM72013570,White Tee (with NO1-NOAH),Summer Walker,2020-07-10,23.2,277094824.0,75966.0,16182804.0,63.0,118824965.0,1513533.0,299390.0,71831644.0,537618525.0,86473375.0,1
THG012400089,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,TaitosmitH,2024-03-26,23.2,2759335.0,248.0,177260.0,,40796081.0,268043.0,,,,,0
GBUM71404663,I'm Not The Only One,Sam Smith,2014-09-11,23.2,93040974.0,10520.0,1711940.0,16.0,1663836563.0,6794854.0,,,,1467134947.0,0
THSOH2308099,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýý,2023-10-05,23.2,3872.0,5.0,3.0,,,,917800.0,4413567.0,135542729.0,,0
USUM72201829,La Llevo Al Cielo (Ft. ï¿½ï¿½engo F,Chris Jedi,2022-05-20,23.2,411006233.0,63319.0,20006639.0,67.0,6186421.0,60126.0,,,,,1
QMCE32100757,Too Easy,Gunna,2021-09-24,23.2,133039977.0,69577.0,7803085.0,54.0,21842375.0,250732.0,33573.0,29171201.0,241202185.0,27878588.0,1
AUEI10800039,Walking On A Dream,Empire Of The Sun,2008-01-01,23.2,923637058.0,248136.0,72561268.0,74.0,326484288.0,2513872.0,729463.0,158541861.0,1346152082.0,31766857.0,0
USA2P2323050,Take Two,BTS,2023-06-09,23.2,259288333.0,9472.0,17478821.0,69.0,40948018.0,2324228.0,432500.0,93022348.0,503776050.0,,0
USSM12308549,Water (Remix),Tyla,2023-11-17,23.2,51588608.0,14616.0,7031379.0,,,,28200.0,1366281.0,18843138.0,,0
USUM71414293,You Know You Like It,DJ Snake,2014-10-14,23.2,506083686.0,88997.0,19591325.0,65.0,191257884.0,1917299.0,22248.0,8081963.0,53859932.0,17749865.0,0
QM6P41715585,Bom Diggy,Zack Knight,2017-08-24,23.2,55362558.0,9861.0,2598056.0,46.0,1292844409.0,5695565.0,75620.0,3354781.0,45939694.0,158638266.0,0
QZZNV2400046,Mati-Matian,Mahalini,2024-03-29,23.2,52510463.0,992.0,9607115.0,76.0,27329009.0,200501.0,,,,,0
QZMEM2171029,Live Another Day,Kordhell,2021-08-27,23.2,283108875.0,69176.0,20246527.0,66.0,147447678.0,1916013.0,115000.0,93038797.0,1067856594.0,56188.0,1
EGA092200106,Ana Ghaltan,Bahaa Sultan,2021-12-27,23.2,8316794.0,1342.0,217990.0,47.0,,,173.0,15714.0,307818.0,,0
USSD12100294,Sexo Virtual,Rauw Alejandro,2021-06-25,23.2,293361823.0,61096.0,10057845.0,66.0,141862016.0,1051171.0,678500.0,156741590.0,1336043098.0,8383884.0,1
BCFWR2100002,"Nï¿½ï¿½o, Nï¿½",Mari Fernandez,2021-04-29,23.2,158404124.0,19033.0,5413126.0,51.0,156298379.0,1025633.0,2418608.0,89218584.0,927182106.0,218620029.0,0
FR26V2072992,ýý ýýýýýýýý ýýýýýýýýýý,Moreart,2020-12-04,23.2,60358583.0,32582.0,1788403.0,50.0,43371351.0,749082.0,3001121.0,650159397.0,8680132146.0,994101.0,1
QZ22S1800006,Chasin' You,Morgan Wallen,2018-04-27,23.2,609984789.0,66397.0,14589013.0,74.0,255780709.0,1101498.0,91600.0,18502723.0,142412314.0,400499073.0,0
TRAUR2300024,Ali Cabbar,Emir Can ï¿½ï¿½ï,2023-06-02,23.2,63442980.0,10414.0,1765706.0,58.0,127252829.0,552569.0,84400.0,3171710.0,108671025.0,4788783.0,0
QZTBB2202743,Clouds,BUNT.,2023-01-12,23.2,149986283.0,48038.0,50298372.0,63.0,9500978.0,157127.0,369.0,686653.0,13195696.0,5469007.0,0
QMRSZ2301462,Let Your Boys Be Country,Jason Aldean,2023-08-25,23.2,21485335.0,4032.0,1727967.0,1.0,5878965.0,68296.0,7812.0,786980.0,9858141.0,151380225.0,0
USUG12400786,Spin You Around (1/24),Morgan Wallen,2024-01-26,23.2,77564567.0,7109.0,6908240.0,,,,,,,,0
USDXS2202170,Solo Me Dejaste,Grupo Marca Registrada,2022-07-08,23.2,175374235.0,19506.0,8147122.0,66.0,236220298.0,1251377.0,32800.0,18078777.0,146435027.0,,0
USSM11408374,Like I'm Gonna Lose You (feat. John Legend),Meghan Trainor,2015-01-09,23.2,1060255231.0,88246.0,45330466.0,71.0,950074212.0,5331921.0,639780.0,19939783.0,196304893.0,200462207.0,0
QMRSZ1802908,"Don't Give Up On Me - (From ""Five Feet Apart"")",Andy Grammer,2019-02-13,23.2,509011250.0,72182.0,9700882.0,67.0,220773540.0,2241242.0,195726.0,94397647.0,685543612.0,40401043.0,0
ES31E2304202,Jingle Bell Rock,Bobby Helms,2023-11-03,23.1,964357785.0,2.0,21523.0,,,,,,,,0
USWB11302648,Talk Dirty (feat. 2 Chainz),Jason Derulo,2013-01-01,23.1,718634962.0,116033.0,31380421.0,65.0,88651556.0,872188.0,220691.0,63662766.0,429272415.0,30042463.0,1
USAT22200223,Nail Tech,Jack Harlow,2022-02-18,23.1,224376030.0,65837.0,16010323.0,56.0,67524036.0,880646.0,28152.0,15485348.0,205572867.0,491741705.0,1
TCADS1892866,Lahore,Guru Randhawa,2018-07-27,23.1,77999.0,96.0,7682.0,,1174983850.0,6804449.0,,433.0,6457.0,166548749.0,0
GBUM72200352,The Summoning,Sleep Token,2023-01-06,23.1,135976140.0,41454.0,4335379.0,69.0,37952419.0,465940.0,3074.0,1344946.0,14785534.0,6852259.0,0
USAT21700438,Feel It Still,Portugal. The Man,2017-06-15,23.1,1303018999.0,239.0,18020.0,26.0,,,,,,,0
QZA742002508,TROLLZ (with Nicki Minaj),6ix9ine,2020-06-12,23.1,169376113.0,37282.0,5544584.0,2.0,485978356.0,7474199.0,481594.0,84039891.0,728033853.0,309404629.0,1
QZ22S1800057,Cover Me Up,Morgan Wallen,2019-04-05,23.1,457252350.0,58811.0,6992809.0,70.0,284333103.0,1250573.0,152118.0,25018657.0,226942604.0,162713583.0,0
QM6MZ2214895,Un Verano Sin Ti,Bad Bunny,2022-05-06,23.1,360149048.0,49439.0,8856237.0,69.0,94595491.0,955663.0,32000.0,21771827.0,154135701.0,31810445.0,0
USA2P2432334,Mi Morenita,Grupo Marca Registrada,2024-05-24,23.1,8104357.0,456.0,36732009.0,68.0,9180171.0,67291.0,,,,,0
KRA302300278,Get A Guitar,RIIZE,2023-09-04,23.1,67887030.0,5721.0,6337730.0,,106807094.0,1208052.0,32698.0,61647208.0,430468374.0,617159135.0,0
USRC11901581,Heat,Gunna,2019-06-20,23.1,174090982.0,34958.0,4874126.0,55.0,353442033.0,2306325.0,47184.0,2178301.0,26278533.0,58837438.0,1
GBAHT2301496,Birds In The Sky,New Era,2023-12-08,23.1,21664308.0,2953.0,13358420.0,,,,,,,,0
USUG11800570,I Was Never There,The Weeknd,2018-03-29,23.1,995463505.0,139596.0,44549966.0,78.0,283348553.0,3003483.0,32188.0,23839570.0,175752903.0,4107073.0,0
USZXT2454115,How You Feel (Ft. Leven Kali),ANOTR,2024-04-19,23.1,9591249.0,4565.0,35057668.0,,339265.0,6058.0,,,,,0
QMRSZ2400819,Hang Tight Honey,Lainey Wilson,2024-05-13,23.1,2378738.0,544.0,2536543.0,,261611.0,5555.0,,,,,0
USHR12142718,Bar,TINI,2021-11-11,23.1,231155441.0,33491.0,8783650.0,54.0,314218837.0,1831905.0,155.0,4004.0,72618.0,55444647.0,0
FR10S2319442,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,YOUNGOHM,2023-01-25,23.1,17745591.0,2837.0,283039.0,47.0,172379457.0,1396751.0,583900.0,62524027.0,749416523.0,,1
TCAHK2379738,Case,Diljit Dosanjh,2023-09-29,23.1,48353674.0,7078.0,4725307.0,,97635698.0,720820.0,,357879.0,5805614.0,30508935.0,0
INC622212231,Apa Fer Milaange,Savi Kahlon,2023-12-15,23.1,29171226.0,1511.0,3365447.0,,84972873.0,1156897.0,,,,182268973.0,0
BRWMB2100422,Socadona (feat. Mr. Vegas),LUDMILLA,2021-11-18,23.1,74338196.0,12229.0,3938315.0,45.0,85204123.0,792210.0,2417878.0,167650207.0,2134165382.0,428427646.0,0
DETO32300012,As It Was,Hundreds,2023-03-24,23.1,479006.0,111.0,76454.0,30.0,236027939.0,2149041.0,,,,7225289.0,0
TCABX1403338,Humpty Dumpty,Nursery Rhymes,2014-02-18,23.0,,342.0,115537.0,1.0,2049579300.0,2525179.0,,,,162444563.0,0
FR10S2380774,Sial,Mahalini,2023-01-23,23.0,324327622.0,13022.0,4228094.0,75.0,97061421.0,500989.0,449308.0,131329737.0,1614389086.0,45212529.0,0
QMFMF2131945,Pelele,Morad,2021-12-24,23.0,153262121.0,62043.0,3300200.0,64.0,105229861.0,923515.0,360974.0,61225741.0,777095126.0,95438.0,0
INS182303704,"Ishq Jaisa Kuch (From ""Fighter"")",Vishal-Shekhar,2023-12-22,23.0,26192177.0,1252.0,1466065.0,,83675431.0,568393.0,,,,331489524.0,0
USUM72222553,CAROLINA,KAROL G,2023-02-24,23.0,89487508.0,7595.0,3622886.0,66.0,64767621.0,301091.0,896706.0,29472860.0,466245707.0,1327214.0,0
USSD11700349,Krippy Kush,Farruko,2017-08-04,23.0,261207310.0,29638.0,8623457.0,56.0,1008664592.0,6613034.0,236451.0,36410655.0,251282695.0,158479261.0,1
QZ7XS2400007,Do It,Kanye West,2024-02-09,23.0,58509914.0,11523.0,11610664.0,,971307.0,26740.0,,7537500.0,62692000.0,,1
USLZJ2475867,Mtg Quero Te Encontrar,DJ LG PROD,2024-02-23,23.0,95980260.0,6191.0,39878495.0,79.0,16013821.0,177114.0,,,,1136738.0,0
USUG12208786,Umbrella (with 21 Savage & Young Nudy),Metro Boomin,2022-12-02,23.0,134971918.0,58239.0,5643840.0,64.0,8374578.0,77621.0,5871.0,5401097.0,34056492.0,,1
QM9WM1900130,Cuaderno,Dalex,2019-05-10,23.0,415170963.0,57071.0,15542644.0,63.0,618739499.0,3018799.0,106464.0,10874942.0,72178937.0,27037557.0,1
INS181802759,Leja Re,Dhvani Bhanushali,2018-11-24,23.0,64612903.0,7444.0,1576312.0,55.0,1035234284.0,6201188.0,,1418.0,8550.0,95977596.0,0
ROGRA2400380,Pï¿½ï¿½i,Babasha,2024-06-01,23.0,881858.0,75.0,194541.0,53.0,7429733.0,106911.0,,,,,0
FRX282231651,Paro - Speed Up,Nej,2021-05-20,23.0,92866817.0,20834.0,6538674.0,53.0,510081.0,8586.0,3196641.0,483475908.0,6637149421.0,,1
USWB12205041,"Burn, Burn, Burn",Zach Bryan,2022-09-08,23.0,261905370.0,42715.0,5866774.0,75.0,23316855.0,136558.0,12980.0,2406657.0,16825671.0,19844.0,0
QM4TW2040254,Girl,Myke Towers,2020-01-24,23.0,358885100.0,66574.0,10919097.0,70.0,386760006.0,2110339.0,256873.0,40681006.0,384081312.0,20323581.0,1
USQX92305379,Saving Up,Dom Dolla,2023-10-06,23.0,68053989.0,21585.0,55905413.0,,1482245.0,22209.0,7007.0,3086204.0,48264636.0,1223.0,0
USAT21703429,The Way Life Goes (feat. Oh Wonder),Lil Uzi Vert,2017-08-25,23.0,973400151.0,172881.0,24951320.0,74.0,320288878.0,2792426.0,101201.0,14078490.0,83669477.0,26594177.0,1
USSM12101091,Headshot (feat. Polo G & Fivio Foreign),Lil Tjay,2021-03-19,23.0,331506695.0,116321.0,15413876.0,65.0,22151531.0,381423.0,24736.0,13454627.0,89324319.0,3032466.0,1
INS181802942,"Gali Gali (From ""Kgf Chapter 1"")",Neha Kakkar,2018-12-13,23.0,74027513.0,5648.0,3808001.0,59.0,1014261335.0,4638798.0,,,,105077396.0,0
USSM12300114,LLYLM,ROSALï¿½,2023-01-27,23.0,163400564.0,25380.0,8516973.0,60.0,37506561.0,368510.0,14073.0,8297832.0,107127704.0,58633125.0,0
INU252204222,Levels,Sidhu Moose Wala,2022-05-25,23.0,146988095.0,16234.0,2550626.0,59.0,262992730.0,4331524.0,274492.0,4894124.0,69189680.0,826816.0,1
GB28K1500038,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack) - Boaz van de Beatz remix",Boaz van de Beatz,2015-06-05,23.0,24407534.0,2389.0,473657.0,29.0,1753379058.0,9702237.0,,,,297504743.0,0
UKP3G2004606,If You're Happy and You Know It (Clap Your Hands),CoComelon,2022-06-10,23.0,433037.0,120.0,15324.0,20.0,386932138.0,889910.0,,,,34561.0,0
USWL11700273,La player (Bandolera),Zion & Lennox,2018-02-23,23.0,603009543.0,60339.0,19082403.0,65.0,752863338.0,1897331.0,25591.0,2655600.0,33166882.0,107154352.0,0
USSM12308662,ART,Tyla,2024-03-01,23.0,46863836.0,3984.0,25998283.0,,17633827.0,366176.0,,164042.0,2574072.0,135441443.0,0
UKWLH2000001,Let's Love,Sia,2020-09-11,23.0,222571023.0,44252.0,11141387.0,57.0,68547283.0,647482.0,851690.0,20613081.0,221346418.0,13295182.0,0
US5TA2300179,DASH,NMIXX,2024-01-15,22.9,40620097.0,2870.0,8114713.0,11.0,59080794.0,673001.0,,211047.0,1553400.0,564484545.0,0
USZ4V1900134,On My Mind,Diplo,2019-12-13,22.9,287897439.0,146593.0,20526230.0,60.0,68649223.0,853541.0,175051.0,126561681.0,855075576.0,11842376.0,0
BXW922100034,Vampiro,Matuï¿,2022-03-29,22.9,250112783.0,37790.0,7871652.0,67.0,207570990.0,2206717.0,77011.0,12026795.0,81406851.0,27177813.0,0
USUG12306086,Another Late Night (feat. Lil Yachty),Drake,2023-10-06,22.9,61355849.0,24182.0,4216247.0,,11131343.0,254050.0,5211.0,1366663.0,16120565.0,191669953.0,1
GBUM72402016,Fire - Official UEFA EURO 2024 Song,MEDUZA,2024-05-10,22.9,10114922.0,1567.0,19516267.0,74.0,,,,,,,0
RDRAY2200003,Delincuente,Tokischa,2022-08-19,22.9,190095480.0,35863.0,12100534.0,68.0,83772680.0,753857.0,358618.0,88295849.0,801557207.0,65010.0,1
USRC12400579,Never Lose Me (feat. SZA & Cardi B),Flo Milli,2024-03-15,22.9,30301728.0,2993.0,12990773.0,,,,,,,,1
DECE72201091,Kernkraft 400 (A Better Day),Topic,2022-06-17,22.9,171920896.0,41774.0,34142715.0,65.0,14115131.0,142485.0,5176.0,2927375.0,51987916.0,1823310.0,0
USQX92301939,SORRY NOT SORRY,"Tyler, The Creator",2023-03-31,22.9,98301770.0,40539.0,4631003.0,63.0,30136123.0,792334.0,4786.0,2486105.0,19817648.0,795416.0,1
GB28K1400007,Bad (feat. Vassy) - Radio Edit,Showtek,2014-01-01,22.9,602359731.0,109606.0,23041032.0,62.0,1099999155.0,5250942.0,22696.0,7842088.0,95570279.0,273766835.0,0
QMFME2364186,CYBERTRUCK,Bad Bunny,2023-10-13,22.9,99022909.0,18212.0,7936625.0,,14594444.0,227707.0,,,,,1
INS182303636,"Sher Khul Gaye (From ""Fighter"")",Vishal-Shekhar,2023-12-15,22.9,22277518.0,1494.0,2272746.0,,86835991.0,726713.0,,,,1418486214.0,0
GBAHT2000834,Fever,Dua Lipa,2020-03-27,22.9,381166294.0,50838.0,9475236.0,57.0,168485708.0,1688852.0,1500542.0,51527633.0,728998950.0,67708098.0,0
UYB282101025,"Tiago PZK: Bzrp Music Sessions, Vol. 48",Bizarrap,2021-12-29,22.9,454467751.0,75230.0,11893074.0,67.0,35155712.0,250394.0,2.0,2248.0,13072.0,,0
QZTB32254226,Hands up!,6arelyhuman,2022-12-10,22.9,144555119.0,30542.0,5116146.0,5.0,26566933.0,480339.0,160061.0,60350179.0,381921701.0,,1
BK4DA2318657,Buenas,Quevedo,2023-09-22,22.9,108163942.0,22023.0,7264376.0,,17211451.0,202291.0,12100.0,1978266.0,23664790.0,1117763.0,0
USWB12400075,STUPID IN LOVE (feat. HUH YUNJIN of LE SSERAFIM),MAX,2024-02-09,22.9,72492332.0,5624.0,10655675.0,,19013959.0,630558.0,,,,1025963249.0,0
GBMQN1100004,Let Her Go,Passenger,2012-01-01,22.9,2252713547.0,205647.0,46729104.0,73.0,423531195.0,4118839.0,244760.0,66168928.0,641996440.0,78846239.0,0
USQX92004148,Put Your Records On,Ritt Momney,2020-04-24,22.8,600521313.0,79793.0,18207064.0,65.0,50025071.0,705508.0,11463.0,10517561.0,79947183.0,1703122.0,0
USAT21900569,So Am I,Ava Max,2019-03-07,22.8,570045987.0,57702.0,10099210.0,66.0,368297733.0,4429234.0,233355.0,26434189.0,218968895.0,327698772.0,0
GBARL1700262,Slide,Calvin Harris,2017-02-24,22.8,1044358962.0,165916.0,41514442.0,69.0,37191231.0,380168.0,65020.0,31332915.0,323428098.0,402464.0,1
GBAYE0500172,Feel Good Inc.,Gorillaz,2005-05-23,22.8,1407382497.0,357484.0,72604627.0,78.0,1211241854.0,10819604.0,337277.0,152628012.0,1396761942.0,519221456.0,0
USUM71401800,Me And My Broken Heart,Rixton,2014-01-01,22.8,733931275.0,115255.0,27152345.0,71.0,535024991.0,4702620.0,293382.0,6037735.0,47138593.0,376872478.0,0
USUM71911804,"Baguettes in the Face (feat. NAV, Playboi Carti & A Boogie Wit da Hoodie)",Mustard,2019-06-28,22.8,332224927.0,90422.0,12036582.0,58.0,33056892.0,353473.0,51790.0,29352131.0,210052450.0,688339.0,1
INUM72100052,Bachpan Ka Pyaar,Badshah,2021-08-11,22.8,25893883.0,3377.0,711026.0,46.0,535109576.0,7807029.0,,,,159702368.0,0
MXF011400346,Lo Aprendï¿½ï¿½ de Ti - HA-ASH Primera Fila - Hecho Realidad [En V,Ha*Ash,2014-11-11,22.8,296711145.0,17197.0,13770893.0,67.0,1599246274.0,4273511.0,144200.0,3933137.0,78337323.0,5228835.0,0
USSM12003440,GIRL LIKE ME,Black Eyed Peas,2020-06-18,22.8,529404392.0,74777.0,20137742.0,62.0,53885408.0,433692.0,196204.0,74062960.0,583303862.0,,1
USUG12003586,Blinding Lights - Instrumental,The Weeknd,2020-09-11,22.8,5191059.0,1333.0,1102247.0,32.0,685599294.0,5046214.0,86612.0,34207191.0,490367040.0,18293.0,0
USUG12103658,Wildest Dreams (Taylor's Version),Taylor Swift,2021-09-17,22.8,732118596.0,62990.0,35314187.0,69.0,31242374.0,533953.0,,,,,0
USUG11900610,Here With Me,Marshmello,2019-03-08,22.8,676451716.0,70317.0,19641164.0,66.0,211922060.0,2621667.0,330309.0,12206145.0,89270256.0,342543929.0,0
USSM11602625,Ain't Your Mama,Jennifer Lopez,2016-04-07,22.8,478791369.0,58453.0,15619408.0,63.0,964694090.0,6231853.0,512763.0,28874189.0,281205271.0,208345707.0,0
AEA2D2300315,Rock My Body,R3HAB,2023-04-28,22.8,155454907.0,26701.0,54553074.0,73.0,49199015.0,427756.0,535.0,81509.0,2164944.0,342422383.0,0
USUM72115284,TWINNEM,Coi Leray,2021-09-20,22.8,34116353.0,10084.0,1619073.0,42.0,73393043.0,1278586.0,2426688.0,716422698.0,6661617341.0,305361285.0,1
QZMEN2295194,Mood,Makar,2022-08-05,22.8,86132200.0,50326.0,3786319.0,55.0,43654805.0,405433.0,204570.0,22270479.0,397336191.0,12171024.0,1
QZWA32200398,TU$$I (with Dei V),YOVNGCHIMI,2023-10-20,22.8,94305899.0,11356.0,9053525.0,72.0,48837884.0,316446.0,24000.0,8394951.0,73323706.0,181125928.0,1
UYB282201029,"Duki: Bzrp Music Sessions, Vol. 50",Bizarrap,2022-11-16,22.8,158017957.0,35544.0,6481114.0,62.0,112378481.0,3043988.0,33800.0,25195709.0,227308261.0,1218277.0,0
GBCPZ2423268,Tell Me What You Want,Oden & Fatzo,2024-06-14,22.8,,8.0,3490536.0,,,,,,,,0
AUMEV2314402,KABUKI,Cuckoo Coco,2023-03-25,22.8,,,,,254288195.0,617991.0,,,,,1
USG4X1800054,The Bones,Maren Morris,2019-02-22,22.8,461420009.0,32656.0,13523577.0,63.0,97498335.0,724848.0,46959.0,14368835.0,123888567.0,506561773.0,0
USWB11801008,Good News,Mac Miller,2020-01-09,22.8,447761883.0,116525.0,15419745.0,64.0,183168994.0,2032885.0,95825.0,43407153.0,367511487.0,2621984.0,0
ZZOPM2235984,Sin Seï¿½ï,Quevedo,2022-07-22,22.8,281829019.0,58130.0,8587722.0,62.0,49681285.0,476250.0,,,,309611524.0,0
QM6N22374183,Mejor Que Yo,Anuel AA,2023-05-04,22.8,81623095.0,18046.0,6605054.0,59.0,109132919.0,1146510.0,,,,,1
USWB11400672,Wiggle (feat. Snoop Dogg),Jason Derulo,2013-09-10,22.8,458706557.0,72270.0,18270302.0,58.0,329962266.0,1714163.0,1969612.0,150122218.0,1599868506.0,202089.0,0
BCA2A2200128,Evoque Prata,MC MENOR HR,2022-09-09,22.7,224150665.0,33067.0,14383640.0,58.0,105711690.0,630231.0,330044.0,15466674.0,279699428.0,176591291.0,1
USUG12402960,Last Heartbreak Song,Ayra Starr,2024-05-30,22.7,6073281.0,592.0,22270490.0,67.0,3597876.0,151835.0,,,,32844745.0,0
USAT21901942,MIDDLE CHILD,PnB Rock,2019-05-02,22.7,143152814.0,37044.0,3705069.0,53.0,111536750.0,1932048.0,21064.0,7419600.0,56902607.0,15229934.0,1
USZXT2351612,Pakistan,D-Block Europe,2023-06-29,22.7,43844757.0,25855.0,2553452.0,56.0,15389226.0,98631.0,,30.0,1420.0,294.0,1
USSM12207337,Beat the Odds,Lil Tjay,2022-08-26,22.7,115581471.0,49847.0,5823632.0,60.0,46251839.0,946512.0,19042.0,11669063.0,93356963.0,231265850.0,1
TCAFW2108079,Barely Breathing,Grant Averill,2021-10-22,22.7,1479227.0,616.0,19001.0,22.0,105953.0,2195.0,3501522.0,290886962.0,5235190320.0,,0
NLW4L1900121,All Around The World (La La La),R3HAB,2019-04-05,22.7,654965766.0,124386.0,40611935.0,68.0,147035496.0,1383677.0,532715.0,150205415.0,1859282676.0,27772087.0,0
USUG12205711,"You're On Your Own, Kid",Taylor Swift,2022-10-21,22.7,587555589.0,34908.0,21579957.0,72.0,43130763.0,357803.0,77652.0,54962930.0,342958656.0,,0
QM4TW2159341,ýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýý (My head is spinning like a screw),kostromin,2021-02-02,22.7,116542329.0,41062.0,3658542.0,8.0,115229170.0,2436482.0,1844500.0,547119599.0,3964454629.0,1169307.0,1
USUM72306884,Already Rich,Yeat,2023-05-03,22.7,156047755.0,31578.0,4170271.0,70.0,13251602.0,156992.0,195434.0,26190022.0,273007809.0,83289.0,1
INW262400703,Bandana,Shubh,2024-03-29,22.7,41479958.0,1644.0,5818260.0,72.0,25606311.0,481855.0,,,,,0
JPPO02401026,ýýýýýýýýýýýýýýý,Mrs. GREEN APPLE,2024-04-11,22.7,26222603.0,921.0,7492428.0,74.0,23049880.0,275676.0,6375.0,,,,0
GBKPL1778698,Bruises,Lewis Capaldi,2017-03-31,22.7,1135588382.0,132498.0,38683695.0,73.0,375823933.0,3028107.0,119383.0,13112648.0,120059618.0,14015244.0,0
USUG12002838,exile (feat. Bon Iver),Taylor Swift,2020-07-24,22.7,757789027.0,81489.0,55181767.0,72.0,144150389.0,1468017.0,177809.0,72512284.0,553360638.0,14052190.0,0
KRA402300038,THE GIRLS - BLACKPINK THE GAME OST,BLACKPINK,2023-08-25,22.7,116539504.0,7964.0,8670175.0,62.0,92628391.0,2102936.0,30.0,204176.0,870565.0,41655609.0,0
ING642304903,Raja Ji,Pawan Singh,2023-06-30,22.7,27244358.0,456.0,263080.0,61.0,175350809.0,995898.0,,,,29757537.0,0
DGA062340713,ýý ýýýýýýýýýý,A.V.G,2023-07-17,22.7,10694922.0,5363.0,288263.0,50.0,120681039.0,653249.0,,762205.0,16374449.0,292889844.0,0
USUM71214600,Love Sosa,Chief Keef,2012-01-01,22.7,757522352.0,224483.0,30472220.0,74.0,101146931.0,1073571.0,186541.0,59591708.0,450672924.0,2329764.0,1
ZZOPM2445925,HIND'S HALL,Macklemore,2024-05-10,22.7,22463244.0,2291.0,2406268.0,73.0,2237688.0,147286.0,,111800.0,272100.0,,1
RUA591801291,Skibidi,Little Big,2018-10-05,22.7,46872738.0,21343.0,1515150.0,49.0,876122384.0,6497142.0,552680.0,35154078.0,460636179.0,10539876.0,0
USSM12302214,I'm Geekin,DDG,2023-04-21,22.7,76004507.0,24334.0,3477076.0,60.0,9862592.0,231074.0,480208.0,182882813.0,1467434192.0,203939429.0,1
QMFMG2346935,Hey Lil Mamï¿,Eladio Carrion,2024-01-19,22.7,77975794.0,7057.0,10565513.0,71.0,27130599.0,231540.0,,,,110197195.0,0
USSD11300464,Eres Mï¿½,Romeo Santos,2014-02-25,22.7,562983225.0,52754.0,16157389.0,73.0,1452593496.0,4997178.0,261129.0,33076170.0,314778494.0,224225223.0,0
